read_ID,start,length
M04808:132:000000000-CTP75:1:1103:9107:22897,5248121,746
M04808:132:000000000-CTP75:1:1103:11603:22937,5248226,2321
M04808:132:000000000-CTP75:1:1103:11024:22794,5247785,447
M04808:132:000000000-CTP75:1:1103:25093:22805,5248226,902
M04808:132:000000000-CTP75:1:1103:12609:22485,5248230,1000
M04808:132:000000000-CTP75:1:1103:10099:23118,5247175,1472
M04808:132:000000000-CTP75:1:1103:7105:23915,5247704,1270
M04808:132:000000000-CTP75:1:1103:10785:23797,5248224,229
M04808:132:000000000-CTP75:1:1110:12193:1952,5248027,2399
M04808:132:000000000-CTP75:1:1110:12728:1865,5248226,849
M04808:132:000000000-CTP75:1:1110:14294:2342,5247884,353
M04808:132:000000000-CTP75:1:1110:21578:2254,5248229,454
M04808:132:000000000-CTP75:1:1110:23948:2422,5245986,2248
M04808:132:000000000-CTP75:1:1110:21557:2670,5248226,703
M04808:132:000000000-CTP75:1:1110:21692:2672,5247942,290
M04808:132:000000000-CTP75:1:1110:21472:2587,5247989,244
M04808:132:000000000-CTP75:1:1110:14848:2603,5245922,2310
M04808:132:000000000-CTP75:1:1110:11198:2920,5246923,1465
M04808:132:000000000-CTP75:1:1110:7897:3649,5247944,1507
M04808:132:000000000-CTP75:1:1110:9426:3019,5246158,2085
M04808:132:000000000-CTP75:1:1110:19709:3067,5248197,444
M04808:132:000000000-CTP75:1:1110:24675:3377,5248225,289
M04808:132:000000000-CTP75:1:1110:24579:3389,5248194,471
M04808:132:000000000-CTP75:1:1110:9353:3703,5247788,455
M04808:132:000000000-CTP75:1:1110:19147:4072,5246814,1418
M04808:132:000000000-CTP75:1:1110:23524:3712,5247835,399
M04808:132:000000000-CTP75:1:1110:16035:3715,5247643,589
M04808:132:000000000-CTP75:1:1110:9536:4116,5245812,2856
M04808:132:000000000-CTP75:1:1110:13161:4126,5248226,214
M04808:132:000000000-CTP75:1:1110:15485:4438,5247843,389
M04808:132:000000000-CTP75:1:1110:22417:4671,5247361,871
M04808:132:000000000-CTP75:1:1110:19751:5366,5248191,665
M04808:132:000000000-CTP75:1:1110:7323:5383,5246787,1445
M04808:132:000000000-CTP75:1:1110:11042:5663,5248227,439
M04808:132:000000000-CTP75:1:1110:17757:5897,5248001,917
M04808:132:000000000-CTP75:1:1110:22538:5777,5247187,1046
M04808:132:000000000-CTP75:1:1110:23498:6298,5247734,3104
M04808:132:000000000-CTP75:1:1110:8621:6386,5247847,396
M04808:132:000000000-CTP75:1:1110:17995:6349,5247458,774
M04808:132:000000000-CTP75:1:1110:20128:6424,5247174,1058
M04808:132:000000000-CTP75:1:1110:7366:6701,5247538,756
M04808:132:000000000-CTP75:1:1110:22961:6675,5248229,322
M04808:132:000000000-CTP75:1:1110:18815:6784,5247855,377
M04808:132:000000000-CTP75:1:1110:20759:7030,5247607,626
M04808:132:000000000-CTP75:1:1110:9238:6738,5247241,992
M04808:132:000000000-CTP75:1:1110:20010:7077,5247925,1305
M04808:132:000000000-CTP75:1:1110:7357:7277,5246124,2110
M04808:132:000000000-CTP75:1:1110:8181:7149,5248000,672
M04808:132:000000000-CTP75:1:1110:27777:7326,5248014,977
M04808:132:000000000-CTP75:1:1110:8103:7459,5247971,260
M04808:132:000000000-CTP75:1:1110:13164:7796,5246829,1853
M04808:132:000000000-CTP75:1:1110:3515:7945,5248224,378
M04808:132:000000000-CTP75:1:1110:14946:7525,5247833,399
M04808:132:000000000-CTP75:1:1110:10676:7846,5247919,383
M04808:132:000000000-CTP75:1:1110:9585:8374,5247945,689
M04808:132:000000000-CTP75:1:1110:3911:8530,5247868,365
M04808:132:000000000-CTP75:1:1110:7662:8352,5248004,310
M04808:132:000000000-CTP75:1:1110:12383:8585,5247888,344
M04808:132:000000000-CTP75:1:1110:15056:8748,5248227,881
M04808:132:000000000-CTP75:1:1110:22753:8548,5247917,316
M04808:132:000000000-CTP75:1:1110:5663:9250,5247978,255
M04808:132:000000000-CTP75:1:1110:8064:9280,5248223,216
M04808:132:000000000-CTP75:1:1110:28475:9060,5247961,271
M04808:132:000000000-CTP75:1:1110:25755:9456,5248229,1245
M04808:132:000000000-CTP75:1:1110:3751:9460,5248230,1126
M04808:132:000000000-CTP75:1:1110:17811:9134,5246637,1656
M04808:132:000000000-CTP75:1:1110:26601:9182,5248230,355
M04808:132:000000000-CTP75:1:1110:4638:9669,5247189,1044
M04808:132:000000000-CTP75:1:1110:24048:9938,5247499,647
M04808:132:000000000-CTP75:1:1110:22373:9005,5248228,238
M04808:132:000000000-CTP75:1:1110:20271:9010,5247786,445
M04808:132:000000000-CTP75:1:1110:27847:9892,5246209,2034
M04808:132:000000000-CTP75:1:1110:10214:10404,5247139,1093
M04808:132:000000000-CTP75:1:1110:8228:10484,5248177,524
M04808:132:000000000-CTP75:1:1110:28640:10346,5248181,1271
M04808:132:000000000-CTP75:1:1110:10497:10809,5248001,917
M04808:132:000000000-CTP75:1:1110:28221:9965,5246727,2283
M04808:132:000000000-CTP75:1:1110:9764:10686,5248224,378
M04808:132:000000000-CTP75:1:1110:27331:10599,5248226,1155
M04808:132:000000000-CTP75:1:1110:8012:10612,5248194,471
M04808:132:000000000-CTP75:1:1110:17338:10847,5247669,2849
M04808:132:000000000-CTP75:1:1110:3218:10126,5248000,1063
M04808:132:000000000-CTP75:1:1110:16304:10504,5248225,636
M04808:132:000000000-CTP75:1:1110:9146:11311,5248232,311
M04808:132:000000000-CTP75:1:1110:23909:10651,5246321,3130
M04808:132:000000000-CTP75:1:1110:5373:11140,5247666,569
M04808:132:000000000-CTP75:1:1110:15951:11547,5248212,413
M04808:132:000000000-CTP75:1:1110:6105:11032,5248224,287
M04808:132:000000000-CTP75:1:1110:1779:11945,5247389,2063
M04808:132:000000000-CTP75:1:1110:11865:12090,5247797,435
M04808:132:000000000-CTP75:1:1110:28714:11631,5247661,1110
M04808:132:000000000-CTP75:1:1110:20579:12020,5247832,411
M04808:132:000000000-CTP75:1:1110:28506:11524,5247174,1058
M04808:132:000000000-CTP75:1:1110:8173:11901,5247784,540
M04808:132:000000000-CTP75:1:1110:11255:11815,5248228,492
M04808:132:000000000-CTP75:1:1110:6911:12518,5246713,2396
M04808:132:000000000-CTP75:1:1110:22928:12670,5247753,479
M04808:132:000000000-CTP75:1:1110:12493:12257,5246944,1288
M04808:132:000000000-CTP75:1:1110:19778:12764,5248226,904
M04808:132:000000000-CTP75:1:1110:6829:12558,5247868,365
M04808:132:000000000-CTP75:1:1110:18749:12560,5248228,451
M04808:132:000000000-CTP75:1:1110:21109:12481,5247730,502
M04808:132:000000000-CTP75:1:1110:15026:12892,5246380,1863
M04808:132:000000000-CTP75:1:1110:6283:13254,5247882,1102
M04808:132:000000000-CTP75:1:1110:19658:13284,5248223,1301
M04808:132:000000000-CTP75:1:1110:25383:13363,5247390,1495
M04808:132:000000000-CTP75:1:1110:20010:13367,5247786,445
M04808:132:000000000-CTP75:1:1110:20199:12871,5246814,1418
M04808:132:000000000-CTP75:1:1110:10545:13321,5248230,362
M04808:132:000000000-CTP75:1:1110:23992:13497,5246690,2403
M04808:132:000000000-CTP75:1:1110:27599:13522,5246426,3923
M04808:132:000000000-CTP75:1:1110:24894:12399,5246011,2225
M04808:132:000000000-CTP75:1:1110:16739:13992,5245955,3777
M04808:132:000000000-CTP75:1:1110:15884:13937,5246209,2034
M04808:132:000000000-CTP75:1:1110:15432:13818,5247219,1013
M04808:132:000000000-CTP75:1:1110:24904:12974,5248224,1711
M04808:132:000000000-CTP75:1:1110:16701:14826,5247890,353
M04808:132:000000000-CTP75:1:1110:3490:14841,5248194,412
M04808:132:000000000-CTP75:1:1110:20674:14627,5247500,2075
M04808:132:000000000-CTP75:1:1110:26473:14641,5247889,1504
M04808:132:000000000-CTP75:1:1110:29032:14494,5248230,1115
M04808:132:000000000-CTP75:1:1110:19381:14846,5248223,1273
M04808:132:000000000-CTP75:1:1110:7868:14968,5247879,354
M04808:132:000000000-CTP75:1:1110:9368:14948,5246690,2403
M04808:132:000000000-CTP75:1:1110:6444:15318,5248227,398
M04808:132:000000000-CTP75:1:1110:4649:15440,5246764,1472
M04808:132:000000000-CTP75:1:1110:13680:14334,5247696,676
M04808:132:000000000-CTP75:1:1110:17252:15706,5248226,2321
M04808:132:000000000-CTP75:1:1110:7051:15356,5248225,404
M04808:132:000000000-CTP75:1:1110:21447:15383,5248001,917
M04808:132:000000000-CTP75:1:1110:24831:15303,5248225,1145
M04808:132:000000000-CTP75:1:1110:26719:15305,5248182,382
M04808:132:000000000-CTP75:1:1110:13851:15642,5246764,1472
M04808:132:000000000-CTP75:1:1110:9348:15746,5248227,1088
M04808:132:000000000-CTP75:1:1110:28947:16018,5247971,261
M04808:132:000000000-CTP75:1:1110:11234:16144,5248230,825
M04808:132:000000000-CTP75:1:1110:12102:16112,5247666,589
M04808:132:000000000-CTP75:1:1110:5059:16456,5247917,316
M04808:132:000000000-CTP75:1:1110:13183:16055,5248224,378
M04808:132:000000000-CTP75:1:1110:14300:16690,5248229,358
M04808:132:000000000-CTP75:1:1110:19042:16769,5247338,893
M04808:132:000000000-CTP75:1:1110:3877:16772,5247643,589
M04808:132:000000000-CTP75:1:1110:14853:16954,5247226,1006
M04808:132:000000000-CTP75:1:1110:13660:17211,5247491,741
M04808:132:000000000-CTP75:1:1110:8841:17234,5247187,1046
M04808:132:000000000-CTP75:1:1110:15730:17154,5248227,1602
M04808:132:000000000-CTP75:1:1110:5101:16565,5247784,405
M04808:132:000000000-CTP75:1:1110:15087:17756,5246668,2667
M04808:132:000000000-CTP75:1:1110:4559:15457,5248228,1003
M04808:132:000000000-CTP75:1:1110:20888:18057,5248219,300
M04808:132:000000000-CTP75:1:1110:9386:18202,5246351,1884
M04808:132:000000000-CTP75:1:1110:9764:18289,5248201,757
M04808:132:000000000-CTP75:1:1110:23112:18360,5248136,489
M04808:132:000000000-CTP75:1:1110:17600:18620,5247077,2593
M04808:132:000000000-CTP75:1:1110:4951:18235,5247936,307
M04808:132:000000000-CTP75:1:1110:20495:18580,5246102,2130
M04808:132:000000000-CTP75:1:1110:16819:18922,5247045,1187
M04808:132:000000000-CTP75:1:1110:20801:19223,5246764,1472
M04808:132:000000000-CTP75:1:1110:22943:19588,5247855,377
M04808:132:000000000-CTP75:1:1110:4400:18831,5248215,249
M04808:132:000000000-CTP75:1:1110:23639:18843,5248229,260
M04808:132:000000000-CTP75:1:1110:8034:19372,5247952,693
M04808:132:000000000-CTP75:1:1110:7435:19713,5248226,1248
M04808:132:000000000-CTP75:1:1110:14982:19140,5247661,1110
M04808:132:000000000-CTP75:1:1110:22246:19979,5246727,2283
M04808:132:000000000-CTP75:1:1110:12521:19982,5247246,987
M04808:132:000000000-CTP75:1:1110:17638:20648,5248227,830
M04808:132:000000000-CTP75:1:1110:6962:20278,5247745,767
M04808:132:000000000-CTP75:1:1110:21718:20924,5247246,987
M04808:132:000000000-CTP75:1:1110:6520:21120,5245986,2248
M04808:132:000000000-CTP75:1:1110:10059:21130,5247778,465
M04808:132:000000000-CTP75:1:1110:8765:21138,5247643,2159
M04808:132:000000000-CTP75:1:1110:20749:21205,5248226,2321
M04808:132:000000000-CTP75:1:1110:25301:20408,5247113,1922
M04808:132:000000000-CTP75:1:1110:4933:21411,5246827,2470
M04808:132:000000000-CTP75:1:1110:15799:21417,5247370,873
M04808:132:000000000-CTP75:1:1110:16587:21756,5247674,563
M04808:132:000000000-CTP75:1:1110:23311:20202,5247436,796
M04808:132:000000000-CTP75:1:1110:6872:20219,5248224,999
M04808:132:000000000-CTP75:1:1110:25873:21914,5247778,454
M04808:132:000000000-CTP75:1:1110:23620:21613,5248221,309
M04808:132:000000000-CTP75:1:1110:26083:21779,5246460,1936
M04808:132:000000000-CTP75:1:1110:16408:21791,5248175,222
M04808:132:000000000-CTP75:1:1110:8631:22361,5247016,1214
M04808:132:000000000-CTP75:1:1110:12388:22904,5247961,271
M04808:132:000000000-CTP75:1:1110:8578:20578,5248226,2321
M04808:132:000000000-CTP75:1:1110:18795:22287,5248227,1175
M04808:132:000000000-CTP75:1:1110:19841:22689,5246788,2167
M04808:132:000000000-CTP75:1:1110:20626:22790,5248038,205
M04808:132:000000000-CTP75:1:1110:19345:22803,5247823,407
M04808:132:000000000-CTP75:1:1110:17539:24191,5246102,2130
M04808:132:000000000-CTP75:1:1110:8534:24763,5246526,1814
M04808:132:000000000-CTP75:1:1109:20922:2508,5248202,499
M04808:132:000000000-CTP75:1:1109:9672:1748,5247694,549
M04808:132:000000000-CTP75:1:1110:18691:24876,5247129,1106
M04808:132:000000000-CTP75:1:1109:20974:3127,5248121,746
M04808:132:000000000-CTP75:1:1110:15373:24427,5247788,455
M04808:132:000000000-CTP75:1:1109:18366:3703,5246280,1963
M04808:132:000000000-CTP75:1:1109:7647:3617,5248224,376
M04808:132:000000000-CTP75:1:1109:21022:3226,5247620,612
M04808:132:000000000-CTP75:1:1109:6753:4521,5246249,1986
M04808:132:000000000-CTP75:1:1109:10706:4304,5248194,412
M04808:132:000000000-CTP75:1:1109:23302:4680,5248231,862
M04808:132:000000000-CTP75:1:1109:24391:4596,5247847,396
M04808:132:000000000-CTP75:1:1109:22511:4634,5246827,2470
M04808:132:000000000-CTP75:1:1109:13519:4436,5245727,3837
M04808:132:000000000-CTP75:1:1109:10908:5538,5245986,2248
M04808:132:000000000-CTP75:1:1109:7634:4750,5247770,462
M04808:132:000000000-CTP75:1:1109:25365:5261,5248136,489
M04808:132:000000000-CTP75:1:1109:4087:5737,5248230,1126
M04808:132:000000000-CTP75:1:1109:13204:6190,5248228,446
M04808:132:000000000-CTP75:1:1109:16832:6608,5246500,1741
M04808:132:000000000-CTP75:1:1109:14266:6693,5246311,2165
M04808:132:000000000-CTP75:1:1109:21169:6945,5247790,1203
M04808:132:000000000-CTP75:1:1109:9379:6357,5247882,1102
M04808:132:000000000-CTP75:1:1109:7078:6513,5248210,529
M04808:132:000000000-CTP75:1:1109:22629:7566,5246829,1853
M04808:132:000000000-CTP75:1:1109:8330:7102,5247613,797
M04808:132:000000000-CTP75:1:1109:14530:7754,5248209,721
M04808:132:000000000-CTP75:1:1109:28604:7786,5245990,2247
M04808:132:000000000-CTP75:1:1109:14510:8096,5248232,966
M04808:132:000000000-CTP75:1:1109:7595:8270,5248014,220
M04808:132:000000000-CTP75:1:1109:7104:8406,5248115,815
M04808:132:000000000-CTP75:1:1109:20683:8623,5248223,683
M04808:132:000000000-CTP75:1:1109:21514:8797,5246824,2473
M04808:132:000000000-CTP75:1:1109:19041:8471,5247609,623
M04808:132:000000000-CTP75:1:1109:26941:8826,5248229,577
M04808:132:000000000-CTP75:1:1109:2922:8328,5247813,419
M04808:132:000000000-CTP75:1:1109:14037:9279,5246923,1465
M04808:132:000000000-CTP75:1:1109:27618:9068,5245955,3777
M04808:132:000000000-CTP75:1:1109:16043:9450,5247753,479
M04808:132:000000000-CTP75:1:1109:7053:9161,5247225,1035
M04808:132:000000000-CTP75:1:1109:19146:9931,5246426,3923
M04808:132:000000000-CTP75:1:1109:7797:9963,5247174,1058
M04808:132:000000000-CTP75:1:1109:7844:10017,5248224,283
M04808:132:000000000-CTP75:1:1109:11238:9873,5248120,386
M04808:132:000000000-CTP75:1:1109:7501:10299,5247706,1425
M04808:132:000000000-CTP75:1:1109:17961:10822,5247980,422
M04808:132:000000000-CTP75:1:1109:9796:10342,5246690,2403
M04808:132:000000000-CTP75:1:1109:15068:10356,5247562,3145
M04808:132:000000000-CTP75:1:1109:9577:10681,5247890,353
M04808:132:000000000-CTP75:1:1109:16017:10702,5248227,398
M04808:132:000000000-CTP75:1:1109:16285:10896,5247328,1052
M04808:132:000000000-CTP75:1:1109:11679:11612,5248230,270
M04808:132:000000000-CTP75:1:1109:24804:10940,5247670,560
M04808:132:000000000-CTP75:1:1109:8591:11858,5248213,393
M04808:132:000000000-CTP75:1:1109:3547:11519,5247920,721
M04808:132:000000000-CTP75:1:1109:24782:11676,5248228,238
M04808:132:000000000-CTP75:1:1109:24903:11704,5247569,667
M04808:132:000000000-CTP75:1:1109:16694:11988,5248229,2300
M04808:132:000000000-CTP75:1:1109:16920:12028,5248217,711
M04808:132:000000000-CTP75:1:1109:22169:12050,5246727,2283
M04808:132:000000000-CTP75:1:1109:26059:11841,5248038,205
M04808:132:000000000-CTP75:1:1109:27587:11508,5247816,562
M04808:132:000000000-CTP75:1:1109:17439:11593,5247730,502
M04808:132:000000000-CTP75:1:1109:23282:12382,5248228,479
M04808:132:000000000-CTP75:1:1109:19945:12100,5247389,2063
M04808:132:000000000-CTP75:1:1109:9930:12695,5247868,365
M04808:132:000000000-CTP75:1:1109:15624:11958,5247370,873
M04808:132:000000000-CTP75:1:1109:23048:12559,5247944,1502
M04808:132:000000000-CTP75:1:1109:26758:12306,5247861,371
M04808:132:000000000-CTP75:1:1109:29535:13085,5247230,1676
M04808:132:000000000-CTP75:1:1109:15716:13097,5248121,746
M04808:132:000000000-CTP75:1:1109:16731:13751,5247619,613
M04808:132:000000000-CTP75:1:1109:16706:13359,5248230,1088
M04808:132:000000000-CTP75:1:1109:29261:13871,5247961,271
M04808:132:000000000-CTP75:1:1109:10980:13849,5246496,1737
M04808:132:000000000-CTP75:1:1109:21560:14045,5248228,492
M04808:132:000000000-CTP75:1:1109:23296:14430,5247538,756
M04808:132:000000000-CTP75:1:1109:8448:13396,5248228,238
M04808:132:000000000-CTP75:1:1109:21618:14801,5248214,716
M04808:132:000000000-CTP75:1:1109:15301:14511,5246560,1669
M04808:132:000000000-CTP75:1:1109:16446:14532,5247648,2050
M04808:132:000000000-CTP75:1:1109:23277:14983,5248218,241
M04808:132:000000000-CTP75:1:1109:5907:15199,5246737,1566
M04808:132:000000000-CTP75:1:1109:3579:15572,5247934,1801
M04808:132:000000000-CTP75:1:1109:19562:15465,5247988,290
M04808:132:000000000-CTP75:1:1109:2682:15314,5247917,316
M04808:132:000000000-CTP75:1:1109:3938:15785,5245812,2856
M04808:132:000000000-CTP75:1:1109:21730:15721,5246288,2996
M04808:132:000000000-CTP75:1:1109:27334:15864,5248224,599
M04808:132:000000000-CTP75:1:1109:18291:16170,5246426,3923
M04808:132:000000000-CTP75:1:1109:18203:16195,5245986,2248
M04808:132:000000000-CTP75:1:1109:16108:16653,5248227,881
M04808:132:000000000-CTP75:1:1109:20149:16952,5248189,581
M04808:132:000000000-CTP75:1:1109:20965:16918,5248225,814
M04808:132:000000000-CTP75:1:1109:12001:17180,5247778,454
M04808:132:000000000-CTP75:1:1109:5397:16677,5248229,263
M04808:132:000000000-CTP75:1:1109:10085:17318,5247499,675
M04808:132:000000000-CTP75:1:1109:7570:17591,5248228,238
M04808:132:000000000-CTP75:1:1109:15752:17850,5247731,1155
M04808:132:000000000-CTP75:1:1109:13547:17980,5247060,1221
M04808:132:000000000-CTP75:1:1109:24166:17994,5248226,849
M04808:132:000000000-CTP75:1:1109:28831:17711,5247971,260
M04808:132:000000000-CTP75:1:1109:9614:17920,5247816,427
M04808:132:000000000-CTP75:1:1109:21919:18344,5248222,709
M04808:132:000000000-CTP75:1:1109:20514:19037,5247372,864
M04808:132:000000000-CTP75:1:1109:11808:18967,5248230,847
M04808:132:000000000-CTP75:1:1109:20279:19360,5247857,375
M04808:132:000000000-CTP75:1:1109:20891:19727,5248208,1396
M04808:132:000000000-CTP75:1:1109:9125:19736,5246376,1889
M04808:132:000000000-CTP75:1:1109:6770:19816,5246636,1660
M04808:132:000000000-CTP75:1:1109:22921:20003,5247329,921
M04808:132:000000000-CTP75:1:1109:23604:18787,5247255,1386
M04808:132:000000000-CTP75:1:1109:9929:19255,5246606,1626
M04808:132:000000000-CTP75:1:1109:18402:19261,5247920,312
M04808:132:000000000-CTP75:1:1109:18427:20164,5248230,766
M04808:132:000000000-CTP75:1:1109:27466:19685,5245986,2248
M04808:132:000000000-CTP75:1:1109:13121:19844,5248217,711
M04808:132:000000000-CTP75:1:1109:12099:19957,5247782,450
M04808:132:000000000-CTP75:1:1109:21457:20208,5247930,302
M04808:132:000000000-CTP75:1:1109:16322:20404,5247607,626
M04808:132:000000000-CTP75:1:1109:13680:21148,5247855,729
M04808:132:000000000-CTP75:1:1109:26226:21225,5247940,1350
M04808:132:000000000-CTP75:1:1109:6309:21660,5247593,650
M04808:132:000000000-CTP75:1:1109:16440:21991,5248189,581
M04808:132:000000000-CTP75:1:1109:10409:21671,5247872,360
M04808:132:000000000-CTP75:1:1109:8968:21873,5247552,680
M04808:132:000000000-CTP75:1:1109:23508:21505,5248230,2327
M04808:132:000000000-CTP75:1:1109:18277:22638,5248229,213
M04808:132:000000000-CTP75:1:1109:20239:21759,5247929,419
M04808:132:000000000-CTP75:1:1109:12846:22382,5248230,762
M04808:132:000000000-CTP75:1:1109:15777:22702,5247596,647
M04808:132:000000000-CTP75:1:1109:6938:22807,5248230,819
M04808:132:000000000-CTP75:1:1109:14203:24051,5248232,966
M04808:132:000000000-CTP75:1:1109:21602:23822,5248225,946
M04808:132:000000000-CTP75:1:1109:21957:24334,5248229,390
M04808:132:000000000-CTP75:1:1109:8576:24390,5247600,632
M04808:132:000000000-CTP75:1:1116:9010:2176,5247700,544
M04808:132:000000000-CTP75:1:1116:18766:1894,5247847,396
M04808:132:000000000-CTP75:1:1116:20510:3019,5248227,321
M04808:132:000000000-CTP75:1:1109:16483:24871,5248222,834
M04808:132:000000000-CTP75:1:1116:20043:2910,5247710,805
M04808:132:000000000-CTP75:1:1116:16198:2910,5248202,499
M04808:132:000000000-CTP75:1:1116:7447:2916,5246698,1550
M04808:132:000000000-CTP75:1:1109:11369:23350,5247566,666
M04808:132:000000000-CTP75:1:1109:8529:24221,5248228,903
M04808:132:000000000-CTP75:1:1116:9899:3281,5248229,1245
M04808:132:000000000-CTP75:1:1116:16678:3509,5248227,369
M04808:132:000000000-CTP75:1:1116:9893:3539,5247706,1425
M04808:132:000000000-CTP75:1:1116:20658:3422,5248194,412
M04808:132:000000000-CTP75:1:1116:16737:3728,5247920,324
M04808:132:000000000-CTP75:1:1116:9278:4026,5248233,387
M04808:132:000000000-CTP75:1:1116:18894:3551,5248223,296
M04808:132:000000000-CTP75:1:1116:7987:4365,5247952,709
M04808:132:000000000-CTP75:1:1116:18907:4314,5247937,306
M04808:132:000000000-CTP75:1:1116:20775:4134,5248230,2327
M04808:132:000000000-CTP75:1:1116:21408:4975,5248229,2300
M04808:132:000000000-CTP75:1:1116:25805:5190,5247602,1440
M04808:132:000000000-CTP75:1:1116:21878:5401,5248228,238
M04808:132:000000000-CTP75:1:1116:22548:4847,5245955,3777
M04808:132:000000000-CTP75:1:1116:7556:4777,5248227,323
M04808:132:000000000-CTP75:1:1116:12208:5745,5247174,1058
M04808:132:000000000-CTP75:1:1116:14841:5372,5248226,1691
M04808:132:000000000-CTP75:1:1116:19186:5373,5247225,1035
M04808:132:000000000-CTP75:1:1116:10453:5700,5248121,746
M04808:132:000000000-CTP75:1:1116:7001:5962,5248228,440
M04808:132:000000000-CTP75:1:1116:17310:6015,5248230,2524
M04808:132:000000000-CTP75:1:1116:17627:5620,5246829,1853
M04808:132:000000000-CTP75:1:1116:25432:6213,5246426,3923
M04808:132:000000000-CTP75:1:1116:18249:6484,5248230,562
M04808:132:000000000-CTP75:1:1116:24495:7160,5248231,485
M04808:132:000000000-CTP75:1:1116:6705:7380,5247785,447
M04808:132:000000000-CTP75:1:1116:26692:7840,5247634,598
M04808:132:000000000-CTP75:1:1116:4702:7638,5245978,2826
M04808:132:000000000-CTP75:1:1116:23185:7760,5248222,408
M04808:132:000000000-CTP75:1:1116:9038:7884,5248314,342
M04808:132:000000000-CTP75:1:1116:14891:7912,5247230,1676
M04808:132:000000000-CTP75:1:1116:15140:7724,5248221,202
M04808:132:000000000-CTP75:1:1116:27381:8234,5247174,1058
M04808:132:000000000-CTP75:1:1116:26758:8249,5248227,1175
M04808:132:000000000-CTP75:1:1116:26452:7874,5245838,2985
M04808:132:000000000-CTP75:1:1116:10157:7622,5246376,1889
M04808:132:000000000-CTP75:1:1116:9430:8593,5248230,362
M04808:132:000000000-CTP75:1:1116:14851:9088,5248225,946
M04808:132:000000000-CTP75:1:1116:25880:9020,5247934,1802
M04808:132:000000000-CTP75:1:1116:17104:8355,5246907,3614
M04808:132:000000000-CTP75:1:1116:16517:9335,5247230,1676
M04808:132:000000000-CTP75:1:1116:4792:9047,5247947,286
M04808:132:000000000-CTP75:1:1116:23393:9077,5248186,281
M04808:132:000000000-CTP75:1:1116:18388:9746,5248228,451
M04808:132:000000000-CTP75:1:1116:3652:9996,5246816,1427
M04808:132:000000000-CTP75:1:1116:14477:10064,5248178,415
M04808:132:000000000-CTP75:1:1116:26646:10312,5248218,321
M04808:132:000000000-CTP75:1:1116:9962:9461,5247189,1054
M04808:132:000000000-CTP75:1:1116:12736:9698,5247653,579
M04808:132:000000000-CTP75:1:1116:13985:10146,5247641,1721
M04808:132:000000000-CTP75:1:1116:23528:10503,5248229,668
M04808:132:000000000-CTP75:1:1116:5341:10844,5247641,1721
M04808:132:000000000-CTP75:1:1116:26515:10856,5246321,3130
M04808:132:000000000-CTP75:1:1116:22293:10815,5248230,724
M04808:132:000000000-CTP75:1:1116:7289:10822,5246366,1869
M04808:132:000000000-CTP75:1:1116:28171:11042,5247790,1203
M04808:132:000000000-CTP75:1:1116:29177:11175,5248229,668
M04808:132:000000000-CTP75:1:1116:10120:11180,5247770,462
M04808:132:000000000-CTP75:1:1116:9726:11181,5247800,445
M04808:132:000000000-CTP75:1:1116:13646:10230,5247812,422
M04808:132:000000000-CTP75:1:1116:27705:11065,5247914,330
M04808:132:000000000-CTP75:1:1116:12662:11084,5246288,2996
M04808:132:000000000-CTP75:1:1116:17152:11210,5247971,260
M04808:132:000000000-CTP75:1:1116:11580:12043,5248056,312
M04808:132:000000000-CTP75:1:1116:21371:11673,5248228,238
M04808:132:000000000-CTP75:1:1116:18679:12301,5248221,260
M04808:132:000000000-CTP75:1:1116:28734:11866,5247684,1075
M04808:132:000000000-CTP75:1:1116:26694:11881,5246963,1281
M04808:132:000000000-CTP75:1:1116:11602:12198,5248230,2524
M04808:132:000000000-CTP75:1:1116:12870:12088,5247240,995
M04808:132:000000000-CTP75:1:1116:15201:12349,5248225,720
M04808:132:000000000-CTP75:1:1116:21978:12242,5247630,602
M04808:132:000000000-CTP75:1:1116:19373:12254,5245727,3837
M04808:132:000000000-CTP75:1:1116:24442:12180,5246790,1442
M04808:132:000000000-CTP75:1:1116:24856:12875,5248227,1012
M04808:132:000000000-CTP75:1:1116:3547:12407,5248222,319
M04808:132:000000000-CTP75:1:1116:13908:12816,5248231,862
M04808:132:000000000-CTP75:1:1116:14123:12928,5247246,987
M04808:132:000000000-CTP75:1:1116:20083:12932,5247825,1932
M04808:132:000000000-CTP75:1:1116:23611:12313,5245812,2856
M04808:132:000000000-CTP75:1:1116:14159:13029,5248228,238
M04808:132:000000000-CTP75:1:1116:17404:13105,5247187,1046
M04808:132:000000000-CTP75:1:1116:15547:13380,5247956,291
M04808:132:000000000-CTP75:1:1116:29256:12598,5246209,2034
M04808:132:000000000-CTP75:1:1116:20831:12613,5248224,1711
M04808:132:000000000-CTP75:1:1116:29693:13072,5247717,515
M04808:132:000000000-CTP75:1:1116:9764:13311,5247263,1500
M04808:132:000000000-CTP75:1:1116:20047:13469,5248227,523
M04808:132:000000000-CTP75:1:1116:9589:14171,5248168,675
M04808:132:000000000-CTP75:1:1116:4932:14498,5246321,3130
M04808:132:000000000-CTP75:1:1116:19535:14405,5248019,213
M04808:132:000000000-CTP75:1:1116:9750:14419,5245876,2356
M04808:132:000000000-CTP75:1:1116:22887:14565,5248226,1155
M04808:132:000000000-CTP75:1:1116:16305:15242,5247187,1046
